rank,SASRec,BERT4Rec,"gSASRec (256 negatives, t=1.0)"
55,0.9641904234886169,0.0026234190445393324,0.005890325643122196
56,0.961755096912384,0.002606256166473031,0.005828336346894503
57,0.9597563147544861,0.0025875659193843603,0.005801299586892128
58,0.9589542746543884,0.002533090766519308,0.0056784492917358875
59,0.9561065435409546,0.0025227374862879515,0.005615049973130226
60,0.9556201696395874,0.0025090582203119993,0.00552838109433651
61,0.9542278051376343,0.0024934103712439537,0.005475396290421486
62,0.9532615542411804,0.0023631800431758165,0.005426088813692331
63,0.9527674913406372,0.0023367737885564566,0.005357441492378712
64,0.9510926008224487,0.0022998270578682423,0.00527883879840374
65,0.9502810835838318,0.002266446826979518,0.004958018660545349
66,0.9500831365585327,0.0022612977772951126,0.004944176878780127
67,0.9500265121459961,0.0022260143887251616,0.004875785671174526
68,0.9497612714767456,0.0021956427954137325,0.004865311086177826
69,0.9478520154953003,0.002149843145161867,0.004795523826032877
70,0.9472034573554993,0.0021131536923348904,0.004794543609023094
71,0.9471108317375183,0.0020086271688342094,0.004501135088503361
72,0.946757972240448,0.0019916663877665997,0.004454439971596003
73,0.9462401270866394,0.001991524826735258,0.004382819402962923
74,0.9461653232574463,0.001955399289727211,0.0042510670609772205
75,0.9449570775032043,0.0019493023864924908,0.00414828397333622
76,0.9440014362335205,0.0019463921198621392,0.004141318146139383
77,0.9434989094734192,0.00194450281560421,0.004141160752624273
78,0.9434877634048462,0.0019440046744421124,0.0041029928252100945
79,0.9367270469665527,0.001914558350108564,0.004026805516332388
80,0.9363886713981628,0.001850188011303544,0.003994861617684364
81,0.935468316078186,0.0018410151824355125,0.003937102854251862
82,0.9352357387542725,0.0018385580042377114,0.0038640552666038275
83,0.935039222240448,0.0018353392370045185,0.00383812771178782
84,0.9332902431488037,0.0018194187432527542,0.003564349142834544
85,0.9331170916557312,0.001804710365831852,0.003366870107129216
86,0.932348906993866,0.001766827655956149,0.003334861947223544
87,0.9309196472167969,0.0017607011832296848,0.0033239235635846853
88,0.9286653399467468,0.001747633796185255,0.0032840517815202475
89,0.9279352426528931,0.0017229181248694658,0.0032215795945376158
90,0.9264350533485413,0.0017039177473634481,0.003183344379067421
91,0.926092803478241,0.0016731905052438378,0.0030418899841606617
92,0.9257639050483704,0.0016458886675536633,0.0030123419128358364
93,0.9251503348350525,0.0016411602264270186,0.0029875647742301226
94,0.9240453243255615,0.0016042562201619148,0.0029834911692887545
95,0.9228419065475464,0.0015732255997136235,0.0028221886605024338
96,0.9227996468544006,0.001554754562675953,0.0027824260760098696
97,0.9224632978439331,0.0015531317330896854,0.0027306354604661465
98,0.9212352633476257,0.0015234907623380423,0.002719414886087179
99,0.9212300181388855,0.0014966095332056284,0.0026835622265934944
100,0.9208043813705444,0.0014883633702993393,0.0026292107068002224
101,0.9204427599906921,0.001466614892706275,0.0026058261282742023
102,0.9176269769668579,0.0014268654631450772,0.002540112938731909
103,0.9167147278785706,0.0013661448610946536,0.00253364909440279
104,0.9144534468650818,0.001353651867248118,0.002523954724892974
105,0.9144485592842102,0.0013445575023069978,0.0025198848452419043
106,0.9125057458877563,0.0013347999192774296,0.002464964287355542
107,0.9123717546463013,0.001301994314417243,0.00242145755328238
108,0.910009503364563,0.0012891937512904406,0.0023854952305555344
109,0.9089916944503784,0.0012731964234262705,0.0023778637405484915
110,0.9083022475242615,0.0012513557448983192,0.002350405789911747
111,0.9050231575965881,0.0012383396970108151,0.002257858868688345
112,0.9044879078865051,0.0012066526105627418,0.0022246036678552628
113,0.903479278087616,0.0011994423111900687,0.002195701003074646
114,0.901852011680603,0.0011864914558827877,0.0021553689148277044
115,0.9011991024017334,0.00118329469114542,0.0021214040461927652
116,0.9000635743141174,0.0011643074685707688,0.0021042798180133104
117,0.8994722962379456,0.0011639132862910628,0.002085851039737463
118,0.8986397385597229,0.0011567450128495693,0.0020781473722308874
119,0.898469865322113,0.0011497698724269867,0.002072580624371767
120,0.8977210521697998,0.0011184155009686947,0.0020523571874946356
121,0.8888742923736572,0.0011145316530019045,0.0020504614803940058
122,0.8856109380722046,0.0011108696926385164,0.002050293842330575
123,0.88533616065979,0.0010997951030731201,0.002045581815764308
